Bin	Full.Model	Reduced.Model	Stein.Scott.Similarity	Stein.Scott.Similarity.Nist	DFT.Correlation	DWT.Correlation	Weighted.Cosine.Correlation	Inner.Product.Distance	Truth.Annotation
UDN_BG_A_C_QC_Pool_M_068 & 39	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 42	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 44	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 49	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 55	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 56	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 58	1	1	5	4	8	8	7	8	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 65	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 72	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 73	1	1	1	1	3	2	2	9	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 81	2	2	1	2	2	2	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 94	2	4	2	1	2	3	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 97	1	1	6	6	2	2	2	9	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 98	1	2	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 114	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_068 & 116	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 11	1	1	1	2	2	2	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 13	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 16	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 17	15	21	9	7	11	10	5	19	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 26	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 28	1	1	2	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 35	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 36	1	1	2	2	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 37	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 38	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 39	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 40	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 41	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 43	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 44	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 45	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 47	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 48	1	1	1	1	1	1	2	5	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 49	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 54	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 55	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 58	1	1	5	5	6	4	6	6	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 65	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 74	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 75	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 85	1	1	1	1	1	1	3	4	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 97	2	4	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 99	1	2	6	6	4	3	2	16	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 100	1	4	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 114	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_069 & 117	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 11	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 14	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 16	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 17	32	32	10	10	7	8	8	5	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 25	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 34	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 35	1	1	1	1	3	3	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 36	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 37	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 38	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 39	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 40	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 42	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 43	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 44	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 46	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 47	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 53	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 54	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 57	1	1	8	5	6	5	7	7	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 71	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 72	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 80	1	1	1	1	1	1	2	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 95	4	4	2	2	2	2	4	4	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 97	1	2	6	6	2	2	2	13	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 98	1	4	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 114	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_077 & 115	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 11	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 13	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 15	1	1	1	1	10	8	16	11	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 29	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 36	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 37	1	1	2	2	3	3	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 38	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 39	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 40	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 42	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 43	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 44	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 45	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 48	1	1	1	2	1	2	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 49	1	1	1	1	1	1	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 53	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 56	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 58	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 60	1	7	5	5	7	6	8	7	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 66	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 74	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 76	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 87	1	1	1	1	1	1	2	4	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 101	1	1	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 104	1	1	6	6	3	4	3	13	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 105	1	1	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 115	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 120	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_080 & 123	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 10	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 11	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 13	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 16	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 24	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 27	2	2	1	2	2	6	2	9	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 31	1	1	1	1	1	2	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 32	1	1	1	1	3	3	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 33	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 34	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 35	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 36	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 37	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 39	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 40	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 44	1	2	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 45	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 55	1	1	5	5	7	7	8	8	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 60	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 67	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 68	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 74	1	1	1	1	1	1	4	3	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 88	1	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 90	1	1	6	6	1	1	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 91	1	1	2	2	2	2	2	4	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 101	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 106	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_082 & 108	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 10	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 11	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 13	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 15	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 25	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 32	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 33	2	3	1	1	3	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 34	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 35	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 36	1	3	2	2	2	2	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 38	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 39	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 40	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 44	1	1	1	1	2	2	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 45	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 53	1	3	5	4	6	4	7	8	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 59	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 65	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 66	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 79	1	1	1	1	1	1	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 92	1	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 94	1	1	6	4	1	1	2	2	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 95	1	4	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 106	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 112	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_085 & 114	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 11	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 14	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 16	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 25	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 33	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 34	1	2	2	2	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 35	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 36	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 37	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 39	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 40	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 41	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 42	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 45	1	2	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 46	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 47	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 49	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 54	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 55	1	5	8	5	6	6	7	7	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 61	1	1	3	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 71	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 72	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 82	1	1	1	1	1	1	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 96	2	1	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 99	1	3	6	6	5	6	6	16	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 100	1	4	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 111	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 115	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_087 & 120	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 11	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 12	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 13	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 17	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 29	2	2	3	2	3	3	3	9	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 42	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 43	1	2	1	2	3	3	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 44	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 45	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 46	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 47	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 48	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 49	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 50	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 55	1	1	1	1	1	2	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 56	1	1	1	1	1	1	2	5	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 57	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 59	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 62	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 66	6	1	5	5	2	2	7	4	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 74	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 80	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 81	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 91	1	1	1	1	1	1	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 108	1	3	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 111	1	2	6	6	6	6	4	17	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 112	1	4	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 123	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 127	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_QC_Pool_M_088 & 129	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 8	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 9	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 11	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 13	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 22	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 24	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 27	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 28	1	1	2	2	3	2	2	3	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 29	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 30	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 32	1	1	1	1	2	2	2	2	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 34	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 37	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 38	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 39	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 44	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 54	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 56	1	6	6	5	6	6	7	7	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 58	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 63	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 70	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 71	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 80	2	1	1	1	1	1	2	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 89	1	1	1	1	1	1	1	6	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 95	2	7	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 98	2	6	6	6	6	6	6	18	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 99	1	2	2	2	2	2	2	7	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 107	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 112	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec288729_M_105 & 114	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 8	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 9	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 11	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 14	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 24	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 26	19	23	5	5	3	23	15	15	True.Positive
UDN_BG_A_C_Biorec311269_M_112 & 29	1	1	1	1	1	1	1	2	True.Positive
